"size","depth","timeTakenToSort","MaxDepthInTheory","isPerfectSorted"
90000,20,0.0130947,16,false
90000,21,0.0104211,16,false
90000,22,0.010751400000000001,16,false
90000,23,0.0105556,16,false
90000,24,0.0102,16,false
90000,25,0.011057800000000001,16,false
90000,26,0.012437700000000001,16,false
90000,27,0.012774500000000001,16,false
90000,28,0.012365000000000001,16,false
90000,29,0.0136568,16,false
90000,30,0.0128216,16,false
90000,31,0.014364100000000001,16,false
90000,32,0.014153400000000002,16,false
90000,33,0.014524,16,false
90000,34,0.0127287,16,false
90000,35,0.0140797,16,false
90000,36,0.0147282,16,false
90000,37,0.0156424,16,false
90000,38,0.0158751,16,false
90000,39,0.014975200000000001,16,false
90000,40,0.011806800000000001,16,false
90000,41,0.014138300000000001,16,false
90000,42,0.0133904,16,false
90000,43,0.0122039,16,false
90000,44,0.0145182,16,false
90000,45,0.0123412,16,false
90000,46,0.0118198,16,false
90000,47,0.0113395,16,false
90000,48,0.0139383,16,false
90000,49,0.0113477,16,false
90000,50,0.0128657,16,false
90000,51,0.011366800000000002,16,false
90000,52,0.0110589,16,false
90000,53,0.014003600000000001,16,false
90000,54,0.0110869,16,false
90000,55,0.0133474,16,false
90000,56,0.011928800000000002,16,false
90000,57,0.014086000000000001,16,false
90000,58,0.0117318,16,false
90000,59,0.0131111,16,false
90000,60,0.0122684,16,false
90000,61,0.010575000000000001,16,false
90000,62,0.0102955,16,false
90000,63,0.010316800000000001,16,false
"-------------------------------------------------------"
100000,0,7.865611100000001,16,false
100000,1,4.339673100000001,16,false
100000,2,1.9496300000000002,16,false
100000,3,1.2148435,16,false
100000,4,0.8304744000000001,16,false
100000,5,0.6840054000000001,16,false
100000,6,0.2428103,16,false
100000,7,0.136522,16,false
100000,8,0.068133,16,false
100000,9,0.0460561,16,false
100000,10,0.0270648,16,false
100000,11,0.021317100000000002,16,true
100000,12,0.0157908,16,true
100000,13,0.013821700000000001,16,true
100000,14,0.012168400000000001,16,true
100000,15,0.012032500000000002,16,true
100000,16,0.011769600000000002,16,true
100000,17,0.011819300000000001,16,false
100000,18,0.0115723,16,false
100000,19,0.012047,16,false
100000,20,0.0120017,16,false
100000,21,0.0117303,16,false
100000,22,0.012276500000000001,16,false
100000,23,0.011937000000000001,16,false
100000,24,0.011999600000000001,16,false
100000,25,0.0119319,16,false
100000,26,0.0119605,16,false
100000,27,0.0119433,16,false
100000,28,0.012108,16,false
100000,29,0.012226,16,false
100000,30,0.013355700000000002,16,false
100000,31,0.0126181,16,false
100000,32,0.013031000000000001,16,false
100000,33,0.0140312,16,false
100000,34,0.0168541,16,false
100000,35,0.016292900000000003,16,false
100000,36,0.0171592,16,false
100000,37,0.015830300000000002,16,false
100000,38,0.0140774,16,false
100000,39,0.013709800000000001,16,false
100000,40,0.012857200000000001,16,false
100000,41,0.011956000000000001,16,false
100000,42,0.0116825,16,false
100000,43,0.0122077,16,false
100000,44,0.012089500000000001,16,false
100000,45,0.011922100000000001,16,false
100000,46,0.011734300000000001,16,false
100000,47,0.0116757,16,false
100000,48,0.011830400000000001,16,false
100000,49,0.0119539,16,false
100000,50,0.011693100000000001,16,false
100000,51,0.011880700000000001,16,false
100000,52,0.0118253,16,false
100000,53,0.011738,16,false
100000,54,0.011767300000000001,16,false
100000,55,0.0119313,16,false
100000,56,0.011968900000000001,16,false
100000,57,0.012093000000000001,16,false
100000,58,0.012679300000000001,16,false
100000,59,0.012814800000000001,16,false
100000,60,0.0121464,16,false
100000,61,0.012244900000000001,16,false
100000,62,0.0117534,16,false
100000,63,0.0117017,16,false
"-------------------------------------------------------"
